index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
236,"The Effect of Ordering Decisions by Choice-Set Size on Consumer Search","Levav, Jonathan and Reinholtz, Nicholas and Lin, Claire","JOURNAL OF CONSUMER RESEARCH","39","3","585-599","2012","OCT","","","Consumers frequently engage in sequential decisions. This article explores whether the order of these decisions can influence the manner in which consumers search through the possible choice options. Results from five studies suggest that ordering decisions by increasing (vs. decreasing) choice-set size leads to greater search depth (measured by both sampling count and decision time). Initial, smaller choice sets in increasing sequences appear to initiate a maximizing mind-set, which then persists even as participants encounter later, larger choice sets. These participants report a greater desire to maximize and are less satisfied with their decisions, consistent with research on chronic maximizers. In addition, they continue to exhibit maximizing behavior in subsequent, unrelated tasks, supporting a mind-set account of the differences in search. In sum, decision makers are proposed to be sticky adapters: initial decision strategies seem to constrain the extent to which they adapt to new contexts."
237,"Too Much of a Good Thing: The Benefits of Implementation Intentions Depend on the Number of Goals","Dalton, Amy N. and Spiller, Stephen A.","JOURNAL OF CONSUMER RESEARCH","39","3","600-614","2012","OCT","","","Implementation intentions are specific plans regarding how, when, and where to pursue a goal (Gollwitzer). Forming implementation intentions for a single goal has been shown to facilitate goal achievement, but do such intentions benefit multiple goals? If so, people should form implementation intentions for all their goals, from eating healthily to tidying up. An investigation into this question suggests that the benefits of implemental planning for attaining a single goal do not typically extend to multiple goals. Instead, implemental planning draws attention to the difficulty of executing multiple goals, which undermines commitment to those goals relative to other desirable activities and thereby undermines goal success. Framing the execution of multiple goals as a manageable endeavor, however, reduces the perceived difficulty of multiple goal pursuit and helps consumers accomplish the various tasks they planned for. This research contributes to literature on goal management, goal specificity, the intention-behavior link, and planning."
238,"The Optimistic Trust Effect: Use of Belief in a Just World to Cope with Decision-Generated Threat","Wilson, Andrew E. and Darke, Peter R.","JOURNAL OF CONSUMER RESEARCH","39","3","615-628","2012","OCT","","","In a process the authors term just world coping, some consumers use positive beliefs concerning the general benevolence of the world as a resource to cope with marketplace threat. This belief buffers or even, ironically, enhances trust judgments in the face of threat. Three experiments and one replication show that, whereas consumers who do not hold this belief respond to decision-generated threat with distrust, trust is significantly higher for those who believe in a just world (optimistic trust effect). Process evidence shows such coping is automatically activated in response to threat but can be corrected for more normative considerations when an obvious ulterior motive is present. Finally, evidence this coping serves an ego-protective function is provided by manipulating whether consumers are directly threatened. Overall, findings are consistent with the view that belief in a just world operates as a positive illusion that allows consumers to cope with decision threat."
239,"Is Meat Male? A Quantitative Multimethod Framework to Establish Metaphoric Relationships","Rozin, Paul and Hormes, Julia M. and Faith, Myles S. and Wansink, Brian","JOURNAL OF CONSUMER RESEARCH","39","3","629-643","2012","OCT","","","Metaphors are increasingly recognized as influencing cognition and consumption. While these linkages typically have been qualitatively generated, this article presents a framework of convergent quantitative methodologies that can further document the validity of a metaphor. To illustrate this multimethod framework, the authors explore whether there is a metaphoric link between meat and maleness in Western cultures. The authors address this in six quantifiable studies that involve (1) implicit associations, (2) free associations, (3) indirect-scenario-based inferences, (4) direct measurement profiling, (5) preference and choice, and (6) linguistic analysis and conclude that there is a metaphoric relationship between mammal muscle meat and maleness."
240,"We Are Not the Same as You and I: Causal Effects of Minor Language Variations on Consumers' Attitudes toward Brands","Sela, Aner and Wheeler, S. Christian and Sarial-Abi, Gulen","JOURNAL OF CONSUMER RESEARCH","39","3","644-661","2012","OCT","","","Can subtle wording changes in marketing communications, such as saying you and [the brand] as opposed to  we, affect people's evaluations of real-world brands? Despite their importance in interpersonal communication, the effects of such variations in relationship-implying language on consumers' perceptions of brands have received little research attention. Four experiments demonstrate that closeness-implying pronouns (e.g., saying we rather than  you and the brand) can have either positive or negative effects on consumers' attitudes toward real-world brands with which they have real working relationships. The experiments show that these effects depend on whether the closeness implied by the pronoun is consistent with people's expected interactions with the brand. These effects are moderated by people's affiliation with the brand (i.e., customers vs. noncustomers), brand type, and the extent of cognitive elaboration and are mediated by perceived brand trustworthiness. The theoretical and practical implications of these findings are discussed."
241,"Plate Size and Color Suggestibility: The Delboeuf Illusion's Bias on Serving and Eating Behavior","Van Ittersum, Koert and Wansink, Brian","JOURNAL OF CONSUMER RESEARCH","39","2","215-228","2012","AUG","","","Despite the challenged contention that consumers serve more onto larger dinnerware, it remains unclear what would cause this and who might be most at risk. The results of five studies suggest that the neglected Delboeuf illusion may explain how the size of dinnerware creates two opposing biases that lead people to overserve on larger plates and bowls and underserve on smaller ones. A countercyclical sinus-shaped relationship is shown to exist between these serving biases and the relative gap between the edge of the food and the edge of the dinnerware. Although these serving biases are difficult to eliminate with attention and education, changing the color of one's dinnerware or tablecloth may help attenuate them. By showing that the Delboeuf illusion offers a mechanistic explanation for how dinnerware size can bias serving and intake, we open new theoretical opportunities for linking illusions to eating behavior and suggest how simple changes in design can improve consumer welfare."
242,"How Economic Contractions and Expansions Affect Expenditure Patterns","Kamakura, Wagner A. and Du, Rex Yuxing","JOURNAL OF CONSUMER RESEARCH","39","2","229-247","2012","AUG","","","In this study, we attempt to understand how household budget allocations across various expenditure categories change when the economy is in recession or expansion. The common assumption is that a household's tastes would not change as a function of economic conditions and therefore any adjustments in expenditure patterns during economic contractions/expansions would simply be due to changes in the consumption budget. Standard economic models translate these budgetary effects into lateral movements along a set of fixed Engel curves, which relate category expenditure shares to total expenditures. We propose and test a conceptual framework based on the notion of relative consumption, which prescribes that, for any given total consumption budget, expenditure shares for positional goods/services will decrease during a recession, while shares for nonpositional goods/services will increase (i.e., shifting the entire Engel curve upward or downward, depending on the nature of the expenditure category and the economic conditions)."
243,"How and Why 1 Year Differs from 365 Days: A Conversational Logic Analysis of Inferences from the Granularity of Quantitative Expressions","Zhang, Y. Charles and Schwarz, Norbert","JOURNAL OF CONSUMER RESEARCH","39","2","248-259","2012","AUG","","","The same quantity can be expressed at different levels of granularity, for example, 1 year, 12 months, or 365 days. Consumers attend to the granularity chosen by a communicator and draw pragmatic inferences that influence judgment and choice. They consider estimates expressed in finer granularity more precise and have more confidence in their accuracy (studies 1-4). This effect is eliminated when consumers doubt that the communicator complies with Gricean norms of cooperative conversational conduct (studies 2-3). Based on their pragmatic inferences, consumers perceive products as more likely to deliver on their promises when the promise is described in fine-grained rather than coarse terms and choose accordingly (study 4). These findings highlight the role of pragmatic inferences in consumer judgment and have important implications for the design of marketing communications."
244,"A Goal-Based Model of Product Evaluation and Choice","Van Osselaer, Stijn M. J. and Janiszewski, Chris","JOURNAL OF CONSUMER RESEARCH","39","2","260-292","2012","AUG","","","The authors propose a goal-based model of product evaluation and choice. The model is intended to account for the role of momentary goal activations in relatively straightforward product evaluation and choice processes. It contributes by (a) providing a coherent and consistent account for goal-based product evaluations/choices, (b) providing a theory of the way goal activation influences product evaluation and choice, and (c) generating predictions about novel phenomena, moderators, and boundary conditions in the area of goal-based product evaluations and choices."
245,"Warm It Up with Love: The Effect of Physical Coldness on Liking of Romance Movies","Hong, Jiewen and Sun, Yacheng","JOURNAL OF CONSUMER RESEARCH","39","2","293-306","2012","AUG","","","Are romance movies more desirable when people are cold? Building on research on (bodily) feeling-as-information and embodied cognition, we hypothesize that physical coldness activates a need for psychological warmth, which in turn leads to an increased liking for romance movies. Four laboratory experiments and an analysis of online movie rental data provide support for our hypothesis. Specifically, studies 1A and 1B show that physical coldness increases the liking of and willingness to pay for romance movies. Study 2 shows that the effect of physical coldness on liking of romance movies only occurs for people who associate romance movies with psychological warmth. Study 3 shows that people correct for the influence of physical coldness on their liking of romance movies when physical coldness is made salient. In study 4, using data on online movie rentals and historical temperature, we found a negative relationship between weather temperature and preference for romance movies."
246,"When Brands Seem Human, Do Humans Act Like Brands? Automatic Behavioral Priming Effects of Brand Anthropomorphism","Aggarwal, Pankaj and McGill, Ann L.","JOURNAL OF CONSUMER RESEARCH","39","2","307-323","2012","AUG","","","This research examines automatic behavioral effects of priming brands that are anthropomorphized. It posits that anthropomorphized brands trigger people's goals for a successful social interaction, resulting in behavior that is assimilative or contrastive to the brand's image. Three studies show that consumers are more likely to assimilate behavior associated with anthropomorphized partner brands that they like, consistent with the goal of drawing in the liked coproducer, and servant brands that they dislike, consistent with the goal of pushing the disliked would-be helper away by signaling self-sufficiency. Results also show a contrastive behavior when primed with disliked partner brands and liked servant brands. These effects are observed in contexts unrelated to the brand prime. For example, priming Kellogg's, a liked partner brand associated with healthfulness, led to greater willingness to take the stairs than the elevator in a purportedly unrelated study. No effects were observed of priming brands that were not anthropomorphized."
247,"Psychological Distance and Subjective Experience: How Distancing Reduces the Feeling of Difficulty","Thomas, Manoj and Tsai, Claire I.","JOURNAL OF CONSUMER RESEARCH","39","2","324-340","2012","AUG","","","Psychological distance can reduce the subjective experience of difficulty caused by task complexity and task anxiety. Four experiments were conducted to test several related hypotheses. Psychological distance was altered by activating a construal mind-set and by varying bodily distance from a given task. Activating an abstract mind-set reduced the feeling of difficulty. A direct manipulation of distance from the task produced the same effect: participants found the task to be less difficult when they distanced themselves from the task by leaning back in their seats. The experiments not only identify psychological distance as a hitherto unexplored but ubiquitous determinant of task difficulty but also identify bodily distance as an antecedent of psychological distance."
248,"The Temporal and Focal Dynamics of Volitional Reconsumption: A Phenomenological Investigation of Repeated Hedonic Experiences","Russell, Cristel Antonia and Levy, Sidney J.","JOURNAL OF CONSUMER RESEARCH","39","2","341-359","2012","AUG","","","Volitional reconsumption refers to experiences that consumers actively and consciously seek to experience again. Phenomenological interviews centered on the rereading of books, the rewatching of movies, and the revisiting of geographic places reveal the temporal and focal dimensions of hedonic volitional reconsumption phenomenon and five dominant categories therein. Consumers navigate within and between reconsumption experiences in a hyperresponsive and experientially controlled manner. The dynamics in time and focus fueled by the reconsumed object allow emotional efficiency, as consumers optimize the search for and attainment of the emotional outcomes sought in volitional reconsumption, and facilitate existential understanding, as the linkages across past, present, and future experiences enable an active synthesis of time and promote self-reflexivity. Consumers gain richer and deeper insights into the reconsumption object itself but also an enhanced awareness of their own growth in understanding and appreciation through the lens of the reconsumption object."
249,"Decision Quicksand: How Trivial Choices Suck Us In","Sela, Aner and Berger, Jonah","JOURNAL OF CONSUMER RESEARCH","39","2","360-370","2012","AUG","","","People often get unnecessarily mired in trivial decisions. Four studies support a metacognitive account for this painful phenomenon. Our central premise is that people use subjective experiences of difficulty while making a decision as a cue to how much further time and effort to spend. People generally associate important decisions with difficulty. Consequently, if a decision feels unexpectedly difficult, due to even incidental reasons, people may draw the reverse inference that it is also important and consequently increase the amount of time and effort they expend. Ironically, this process is particularly likely for decisions that initially seemed unimportant because people expect them to be easier (whereas important decisions are expected to be difficult to begin with). Our studies demonstrate that unexpected difficulty not only causes people to get caught up in unimportant decisions but also to voluntarily seek more options, which can increase decision difficulty even further."
250,"I Don't versus I Can't: When Empowered Refusal Motivates Goal-Directed Behavior","Patrick, Vanessa M. and Hagtvedt, Henrik","JOURNAL OF CONSUMER RESEARCH","39","2","371-381","2012","AUG","","","This research is based on the insight that the language we use to describe our choices serves as a feedback mechanism that either enhances or impedes our goal-directed behavior. Specifically, we investigate the influence of a linguistic element of self-talk, in which a refusal may be framed as I don't (vs. I can't), on resisting temptation and motivating goal-directed behavior. We present a set of four studies to demonstrate the efficacy of the don't (vs. can't) framing (studies 1-3) when the source of the goal is internal (vs. external; studies 2A and 2B), as well as the mediating role of psychological empowerment (studies 1, 2A, and 2B). We demonstrate this novel and effective refusal strategy with actual choice (study 1) and with behavioral intent (studies 2A and 2B) and also illustrate its applicability in the real world in a longitudinal intervention-based field study (study 3)."
251,"Consumer Response to Versioning: How Brands' Production Methods Affect Perceptions of Unfairness","Gershoff, Andrew D. and Kivetz, Ran and Keinan, Anat","JOURNAL OF CONSUMER RESEARCH","39","2","382-398","2012","AUG","","","Marketers often extend product lines by offering limited-capability models that are created by removing or degrading features in existing models. This production method, called versioning, has been lauded because of its ability to increase both consumer and firm welfare. According to rational utility models, consumers weigh benefits relative to their costs in evaluating a product. So the production method should not be relevant. Anecdotal evidence suggests otherwise. Six studies show how the production method of versioning may be perceived as unfair and unethical and lead to decreased purchase intentions for the brand. Building on prior work in fairness, the studies show that this effect is driven by violations of norms and the perceived similarity between the inferior, degraded version of a product and the full-featured model offered by the brand."
252,"When Opposites Detract: Categorical Reasoning and Subtractive Valuations of Product Combinations","Brough, Aaron R. and Chernev, Alexander","JOURNAL OF CONSUMER RESEARCH","39","2","399-414","2012","AUG","","","Can pairing items from different price tiers decrease consumers' perceptions of monetary value? Prior research suggests that adding an item with positive utility to an offering can only increase the offering's overall value. In contrast, we show that combining expensive and inexpensive items can lead to subtractive rather than additive judgments, such that consumers are willing to pay less for the combination than for the expensive item alone. We attribute this subtraction effect to the categorical nature of consumers' processing of numeric information when evaluating combinations of items classified into opposing categories. Five empirical studies lend converging support to the proposition that categorical reasoning can lead to subtractive judgments."
253,"Self-Affirmation through the Choice of Highly Aesthetic Products","Townsend, Claudia and Sood, Sanjay","JOURNAL OF CONSUMER RESEARCH","39","2","415-428","2012","AUG","","","Just as good looks bestow an unconscious beauty premium on people, high aesthetics bestows an unrecognized benefit on consumer goods. Specifically, choosing a product with good design affirms the consumer's sense of self. Choice of a highly aesthetic product was compared with choice of products superior on other attributes including function, brand, and hedonics to show that only aesthetics influences a consumer's personal values. In study 1 a prior self-affirming task leads to a decrease in choice share of a highly aesthetic option. Studies 2 and 3 mimic prior research on self-affirmation with, however, choice of a highly aesthetic product replacing a traditional self-affirmation manipulation. Choosing a product with good design resulted in increased openness to counter-attitudinal arguments and reduced propensity to escalate commitment toward a failing course of action. There are numerous implications of this form of self-affirmation, from public policy to retail therapy."
254,"How Happiness Affects Choice","Mogilner, Cassie and Aaker, Jennifer and Kamvar, Sepandar D.","JOURNAL OF CONSUMER RESEARCH","39","2","429-443","2012","AUG","","","Consumers want to be happy, and marketers are increasingly trying to appeal to consumers' pursuit of happiness. However, the results of six studies reveal that what happiness means varies, and consumers' choices reflect those differences. In some cases, happiness is defined as feeling excited, and in other cases, happiness is defined as feeling calm. The type of happiness pursued is determined by one's temporal focus, such that individuals tend to choose more exciting options when focused on the future, and more calming options when focused on the present moment. These results suggest that the definition of happiness, and consumers' resulting choices, are dynamic and malleable."
255,"Overestimating Others' Willingness to Pay","Frederick, Shane","JOURNAL OF CONSUMER RESEARCH","39","1","1-21","2012","JUN","","","This article documents a widespread bias: a tendency to overestimate how much others will pay for goods. The effect may influence pricing and negotiations, which depend on accurate assessments of others' valuations. It is also shown to underlie or interact with several widely researched behavioral phenomena, including egocentric empathy gaps, the endowment effect, and the false-consensus effect."
256,"Tell Me What I Did Wrong: Experts Seek and Respond to Negative Feedback","Finkelstein, Stacey R. and Fishbach, Ayelet","JOURNAL OF CONSUMER RESEARCH","39","1","22-38","2012","JUN","","","A large proportion of marketing communication concerns feedback to consumers. This article explores what feedback people seek and respond to. We predict and find a shift from positive to negative feedback as people gain expertise. We document this shift in a variety of domains, including feedback on language acquisition, pursuit of environmental causes, and use of consumer products. Across these domains, novices sought and responded to positive feedback, and experts sought and responded to negative feedback. We examine a motivational account for the shift in feedback: positive feedback increased novices' commitment, and negative feedback increased experts' sense that they were making insufficient progress."
257,"Nostalgia: The Gift That Keeps on Giving","Zhou, Xinyue and Wildschut, Tim and Sedikides, Constantine and Shi, Kan and Feng, Cong","JOURNAL OF CONSUMER RESEARCH","39","1","39-50","2012","JUN","","","Nostalgia, a sentimental longing for a personally experienced and valued past, is a social emotion. It refers to significant others in the context of momentous life events and fosters a sense of social connectedness. On this basis, the authors hypothesized that (1) nostalgia promotes charitable intentions and behavior, and (2) this effect is mediated by empathy with the charity's beneficiaries. Five studies assessed the effect of nostalgia on empathy, intentions to volunteer and donate, as well as tangible charitable behavior. Results were consistent with the hypotheses. Study 1 found that nostalgia increases charitable intentions. Study 2 showed that this salutary effect of nostalgia on charitable intentions is mediated by empathy (but not by personal distress). Studies 3 and 4 corroborated these finding for different charities and in diverse samples. Finally, study 5 demonstrated that nostalgia increases tangible charitable behavior. By virtue of its capacity to increase empathy, nostalgia facilitates prosocial reactions."
258,"Enjoy! Hedonic Consumption and Compliance with Assertive Messages","Kronrod, Ann and Grinstein, Amir and Wathieu, Luc","JOURNAL OF CONSUMER RESEARCH","39","1","51-61","2012","JUN","","","This paper examines the persuasiveness of assertive language (as in Nike's slogan Just do it) as compared to nonassertive language (as in Microsoft's slogan Where do you want to go today?). Previous research implies that assertive language should reduce consumer compliance. Two experiments show that assertiveness is more effective in communications involving hedonic products, as well as hedonically advertised utilitarian products. This prediction builds on sociolinguistic research addressing relationships between mood, communication expectations, and compliance to requests. A third experiment reaffirms the role of linguistic expectations by showing that an unknown product advertised using assertive language is more likely to be perceived as hedonic."
259,"$29 for 70 Items or 70 Items for $29? How Presentation Order Affects Package Perceptions","Bagchi, Rajesh and Davis, Derick F.","JOURNAL OF CONSUMER RESEARCH","39","1","62-73","2012","JUN","","","When consumers consider a package (multi- item) price, which presentation order is more appealing, price first ($29 for 70 items) or item quantity first (70 items for $29)? Will this depend on package size (larger [70 items] vs. smaller [7 items]) or unit price calculation difficulty (higher [$29 for 70 items] vs. lower [$20 for 50 items])? Why? Three studies demonstrate how presentation order affects package evaluations and choice under different levels of package size and unit price calculation difficulty. The first piece of information becomes salient and affects evaluations when packages are larger and unit price calculations are difficult (i. e., priceitem [item-price] makes price [items] salient, negatively [positively] affecting evaluations). These effects do not persist with smaller packages or easier unit price calculations. Our findings contribute to several literatures (e. g., numerosity, computational difficulty) but primarily to the order effects literature and have implications for measurement and practice (e. g., pricing)."
260,"Intracommunity Gifting at the Intersection of Contemporary Moral and Market Economies","Weinberger, Michelle F. and Wallendorf, Melanie","JOURNAL OF CONSUMER RESEARCH","39","1","74-92","2012","JUN","","","Consumer research on gifting has primarily focused on the interpersonal meanings and behavior patterns associated with dyadic gifts that are specifically given from one individual to another and in which the central goal is interpersonal relationship maintenance. Yet we find another type of gifting when community members in one social position give to community members in another position in which the central goal is intracommunity, rather than interpersonal, relationship work. This ethnographic research details the ritual practices, structural components, and meanings associated with intracommunity gifts employing the empirical context of the post-Katrina New Orleans' community celebration of Mardi Gras. Through this context, we detail how intracommunity gifting gives prominence to the logics of the moral economy while still drawing from those of the market economy. Beyond this context, we use our conclusions about the intersection of the market and moral economies to understand contemporary ambivalence to corporate sponsorships of local community events."
261,"Effect of Regulatory Focus on Selective Information Processing","Yoon, Yeosun and Sarial-Abi, Gulen and Gurhan-Canli, Zeynep","JOURNAL OF CONSUMER RESEARCH","39","1","93-110","2012","JUN","","","Individuals tend to selectively rely on information consistent with their attitudes or decisions. In this research, we examine the possibility that regulatory focus influences selective information processing. We find that individuals selectively rely on information consistent with their regulatory orientation under high (vs. low) information load. Specifically, under high information load, relative reliance on positive (vs. negative) information is greater for promotion-focused (vs. prevention-focused) individuals. Consequently, when information load is high, promotion-focused (vs. prevention-focused) individuals have higher brand evaluations. Under low information load, individuals also rely on information inconsistent with their regulatory orientation. Specifically, under low information load, relative reliance on positive (vs. negative) information is greater for prevention-focused (vs. promotion-focused) individuals. As a result, when information load is low, prevention-focused (vs. promotion-focused) individuals have higher brand evaluations."
262,"A Motivational Account of the Question-Behavior Effect","Van Kerckhove, Anneleen and Geuens, Maggie and Vermeir, Iris","JOURNAL OF CONSUMER RESEARCH","39","1","111-127","2012","JUN","","","To explain the question-behavior effect, that is, the effect of answering an intention question on subsequent behavior, this article takes on a motivational perspective and proposes that answering an intention question automatically activates an intention. The activation of this motivational state influences subsequent brand choices due to changes in brand accessibilities. Three studies provide support for the assumption that responding to an intention question affects brand choices through a motivational mechanism, such that (1) answering an intention increases the accessibility of motivation-related information and decreases the accessibility of motivation-competing information which increases the choice for the intentionrelated brand; (2) intention completion temporarily reverses the foregoing accessibility patterns, instigating a reversal of the brand choices for an immediate, second brand choice; and (3) the changes in brand accessibilities and thus the behavioral effect persist as the delay between the intention question and brand choice occasion increases until intention completion."
263,"Consequence-Cause Matching: Looking to the Consequences of Events to Infer Their Causes","LeBoeuf, Robyn A. and Norton, Michael I.","JOURNAL OF CONSUMER RESEARCH","39","1","128-141","2012","JUN","","","This article documents a bias in people's causal inferences, showing that people nonnormatively consider an event's consequences when inferring its causes. Across experiments, participants' inferences about event causes were systematically affected by how similar (in both size and valence) those causes were to event consequences, even when the consequences were objectively uninformative about the causes. For example, people inferred that a product failure (computer crash) had a large cause (widespread computer virus) if it had a large consequence (job loss) but that the identical failure was more likely to have a smaller cause (cooling fan malfunction) if the consequence was small-even though the consequences gave no new information about what caused the crash. This consequence-cause matching, which can affect product attitudes, may arise because people are motivated to see the world as predictable and because matching is an accessible schema that helps them to fulfill this motivation."
264,"Implicit Self-Referencing: The Effect of Nonvolitional Self-Association on Brand and Product Attitude","Perkins, Andrew W. and Forehand, Mark R.","JOURNAL OF CONSUMER RESEARCH","39","1","142-156","2012","JUN","","","In three experiments, nonvolitional self-association is shown to improve implicit attitude, self-reported attitude, purchase intention, and product choice for both product categories and fictional brands. Experiments 1 and 2 demonstrate that arbitrary categorization of self-related content with novel stimuli improved evaluations by creating new self-object associations in memory and that the influence of self-association is moderated by implicit self-esteem. Experiment 3 shows that such implicit self-referencing does not require conscious self-categorization and occurs even when novel stimuli are simply presented in close proximity to self-related content. In this final experiment, subjects responded more positively to brands featured in banner ads on a personal social networking webpage than when featured on an equivalent nonpersonal social networking page. This automatic self-association effect was mediated by the degree to which the advertising prompted an implicit association between the self and the advertised brands."
265,"From the Commercial to the Communal: Reframing Taboo Trade-offs in Religious and Pharmaceutical Marketing","McGraw, A. Peter and Schwartz, Janet A. and Tetlock, Philip E.","JOURNAL OF CONSUMER RESEARCH","39","1","157-173","2012","JUN","","","Although consumers typically expect organizations to profit from marketing goods and services, they also believe that certain organizations, like those that focus on religion and health, should prioritize communal obligations. Indeed, consumers may find it morally distressing when communally focused organizations use overtly commercial marketing strategies like rebranding or value-based pricing. We demonstrate how moral distress and consumer backlash result from such taboo tradeoffs and investigate when communal-sharing rhetoric for religious and pharmaceutical marketing reduces distress. Communal justifications used by communally focused organizations are particularly effective when consumers are not closely monitoring the motives of the organization or when the product is need-based. However, communal justifications become less effective and market-pricing justifications become more effective when consumers are attuned to the persuasive intentions of the organization. Implications for consumer goals are discussed."
266,"A Stranger's Touch: Effects of Accidental Interpersonal Touch on Consumer Evaluations and Shopping Time","Martin, Brett A. S.","JOURNAL OF CONSUMER RESEARCH","39","1","174-184","2012","JUN","","","This article examines an unexplored area of consumer research-the effect of accidental interpersonal touch (AIT) from a stranger on consumer evaluations and shopping times. The research presents a field experiment in a retail setting. This study shows that men and women who have been touched by another consumer when examining products report more negative brand evaluations, negative product beliefs, less willingness to pay, and spend less time in-store than their control (notouch) counterparts. Our findings indicate that the AIT effect is especially negative for touch from a male stranger for both men (same-sex touch) and women (opposite-sex touch). Directions are provided for future study that highlight potential moderators and process explanations underlying the AIT effect."
267,"Years, Months, and Days versus 1, 12, and 365: The Influence of Units versus Numbers","Monga, Ashwani and Bagchi, Rajesh","JOURNAL OF CONSUMER RESEARCH","39","1","185-198","2012","JUN","","","Quantitative changes may be conveyed to consumers using small units (e. g., change in delivery time from 7 to 21 days) or large units (1-3 weeks). Numerosity research suggests that changes are magnified by small (vs. large) units because a change from 7 to 21 (vs. 1-3) seems larger. We introduce a reverse effect that we term unitosity: changes are magnified by large (vs. small) units because a change of weeks (vs. days) seems larger. We show that numerosity reverses to unitosity when relative salience shifts from numbers to units (study 1). Then, arguing that numbers (units) represent a low-level (high-level) construal of quantities, we show this reversal when mind-set shifts from concrete to abstract (studies 2-4). These results emerge for several quantities-height of buildings, time of maturity of financial instruments, weight of nutrients, and length of tables-and have significant implications for theory and practice."
268,"Effects of Messiness on Preferences for Simplicity (Retracted article. See vol. 39, pg. NIL_257, 2012)","Liu, Jia (Elke) and Smeesters, Dirk and Trampe, Debra","JOURNAL OF CONSUMER RESEARCH","39","1","199-214","2012","JUN","","","This research examines the effect of experiencing messiness, induced by a messy environment or by priming the concept of messiness, on consumers. We propose that messiness is an aversive state and that consumers are motivated to attenuate this state by seeking simplicity in their cognitions, preferences, and choices. Six experiments support our theorizing. Experiments 1A-1C (conducted in the laboratory) and experiment 2 (conducted in the field) demonstrate that when messiness is salient, consumers form simpler product categorizations, are willing to pay more for a T-shirt with a simple picture, and seek less variety in their choices. Experiment 3 brings additional evidence for the underlying role of the need for simplicity by showing that when the need for simplicity is satiated, the effects of messiness disappear. A final experiment shows a boundary condition of the messiness effect: political conservatives are more susceptible to messiness primes compared to liberals."
269,"In Defense of Bumbling","Alba, Joseph W.","JOURNAL OF CONSUMER RESEARCH","38","6","981-987","2012","APR","","","Throughout its history, consumer research has expressed nonuniform levels of affinity for alternative scientific styles. Fondness for the theory-oriented hypothetico-deductive approach has been understandably high, as there is much to recommend it. However, no approach is without shortcomings, and alternative approaches may offer unique avenues to knowledge development. The observations contained in this article are meant to illustrate some disadvantages of a monolithic view and, in so doing, foster tolerance of a research style that has been less favorably received."
270,"The Visual Depiction Effect in Advertising: Facilitating Embodied Mental Simulation through Product Orientation","Elder, Ryan S. and Krishna, Aradhna","JOURNAL OF CONSUMER RESEARCH","38","6","988-1003","2012","APR","","","This research demonstrates that visual product depictions within advertisements, such as the subtle manipulation of orienting a product toward a participant's dominant hand, facilitate mental simulation that evokes motor responses. We propose that viewing an object can lead to similar behavioral consequences as interacting with the object since our minds mentally simulate the experience. Four studies show that visually depicting a product that facilitates more (vs. less) embodied mental simulation results in heightened purchase intentions. The studies support our proposed embodied mental simulation account. For instance, occupying the perceptual resources required for embodied mental simulation attenuates the impact of visual product depiction on purchase intentions. For negatively valenced products, facilitation of embodied mental simulation decreases purchase intentions."
271,"What to Say When: Influencing Consumer Choice by Delaying the Presentation of Favorable Information","Ge, Xin and Haeubl, Gerald and Elrod, Terry","JOURNAL OF CONSUMER RESEARCH","38","6","1004-1021","2012","APR","","","Delaying the presentation of some favorable information about an alternative (e. g., a product, service, brand, store, or cause) until after consumers have completed their pre-choice screening can increase that alternative's choice share. While such a delay reduces the alternative's chance of surviving the screening, it can actually increase its probability of ultimately being chosen. Evidence from five experiments demonstrates this preference-enhancing effect of the delayed presentation of favorable information, and it illustrates the underlying preference dynamics across decision stages associated with such a delay. The findings also indicate that this preference-enhancing effect is driven by a combination of two mental mechanisms-a shift in the decision weights of attribute dimensions (rendering dimensions on which a delay occurs more influential across all alternatives) and an overall preference boost for the alternative about which information is delayed."
272,"A Mouth-Watering Prospect: Salivation to Material Reward","Gal, David","JOURNAL OF CONSUMER RESEARCH","38","6","1022-1029","2012","APR","","","The term hunger and terms referring to its physiological correlates, notably salivation, are used to refer to desire for material rewards across languages and cultures. Is such usage is  merely metaphorical, or can exposure to material reward cues evoke a salivary response? Results of an experiment show that individuals salivate to money when induced to experience a low power state but not when induced to experience a high power state. A second experiment shows that men salivate to sports cars when primed with a mating goal but not in a control condition. These findings suggest that salivary secretion is stimulated by material rewards in the presence of a highly active goal to obtain the rewards and that the motivation to acquire material rewards might more closely resemble physiological hunger than previously assumed. Implications for material addictions and decision making and directions for future research are discussed."
