index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
270,"Cultural embeddedness in supply networks","Wu, Zhaohui and Pullman, Madeleine E.","JOURNAL OF OPERATIONS MANAGEMENT","37","","45-58","2015","JUL","Cultural Embeddedness;Supply Networks;Agricultural Cooperatives;Decision Making;Sustainability;Grounded Research;Country Natural Beef","","Recent studies on structural and relational embeddedness suggest that favorable position and connections in supply networks benefit a firm. While fruitful, this focus misses the motivations that prompt firms to take economic action in the first place. Understanding cultural embeddedness provides insight into why individuals and firms behave as they do and how their behavior can influence network structure. Contrary to the belief that firms act solely for profit and growth, we note that cultural contents such as values, social issues and political ideologies explain firms' motives and guide their economic activities. We explore the role of cultural embeddedness through a grounded study of Country Natural Beef, a sustainability-oriented agricultural cooperative in the western United States. This supply network demonstrates strongly competing cultural claims among its members as well as a unique institutionalized culture. Cultural interactions at the node and network levels explain the functioning of and changes to the network. Through interviews, analysis of archival information and direct observation of pivotal events over a period of 5 years, we unpack cultural embeddedness and take an incremental step toward a theory of cultural embeddedness in cooperative supply networks. Published by Elsevier B.V."
271,"Are safety and operational effectiveness contradictory requirements: The roles of routines and relational coordination","Pagell, Mark and Klassen, Robert and Johnston, David and Shevchenko, Anton and Sharma, Sharvani","JOURNAL OF OPERATIONS MANAGEMENT","36","","1-14","2015","MAY","Safety;Routines;Contradictory Requirements;Relational Coordination","","The relationship between managing a production system to be safe and managing it to be operationally effective is often described in conflicting terms, creating confusion for research and practice. Some view improving safety as separate and distinct from increasing operational effectiveness; they are contradictory requirements. Others emphasize that safety and effectiveness are complementary, and combine to enhance competitiveness. Recent research proposes that this confusion can be explained by examining the operational and safety routines used in production. Specifically, when an organization chooses to manage safety and operations in a coordinated fashion using a joint management system, safety and operational effectiveness are complementary. Yet, the contradiction between safety and operations can occur when the functions are managed as separate and unequal silos. This research tests this supposition using the theory of relational coordination. The results, based on a combination of survey and archival safety data from 198 manufacturing firms, show that safety and operational outcomes are indirectly related via routines and that plants that manage safety and operations using a joint management system make these priorities complementary and do not create trade-offs between safety and operational performance. (C) 2015 Elsevier B.V. All rights reserved."
272,"The impact of bullwhip on supply chains: Performance pathways, control mechanisms, and managerial levers","Mackelprang, Alan W. and Malhotra, Manoj K.","JOURNAL OF OPERATIONS MANAGEMENT","36","","15-32","2015","MAY","Bullwhip Effect;Supplier Performance;Empirical;Supply Chain","","Even though few empirical studies have tried to actually explicate the relationship between the bullwhip effect and performance of the supplier firm, there exists a common perception for over 30 years among both practitioners and academics that the bullwhip effect naturally results in decreased firm profitability. Anecdotal evidence further suggests that this decline in profitability arises from a decline in operational performance. However, the results of our study, which empirically examines the bullwhip effect across supply chain partners through an analysis of 383 actual customer base-supplier dyads, challenge this commonly held position by suggesting that while traditional bullwhip often yields reduced ROA, it ultimately has no relationship with the firm's operating margin. Additionally, our results also call into question whether or not production coordination between customers and suppliers can minimize the need for inventory and capacity buffers, which are the two commonly utilized methods for battling the bullwhip effect. Thus the relationship between bullwhip and firm performance is far more nuanced and complicated than previously believed. We also show how the managerial bullwhip levers of coordinating production across supply chain partners, or deploying inventory and capacity buffer control mechanisms, can help maximize a firm's performance along different dimensions. (C) 2015 Elsevier B.V. All rights reserved."
273,"Effective judgmental forecasting in the context of fashion products","Seifert, Matthias and Siemsen, Enno and Hadida, Allegre L. and Eisingerich, Andreas B.","JOURNAL OF OPERATIONS MANAGEMENT","36","","33-45","2015","MAY","Judgmental Forecasting;Fashion Products;Lens Model Design;Demand Uncertainty;Music Industry;New Product Forecasting","","We study the conditions that influence judgmental forecasting effectiveness when predicting demand in the context of fashion products. Human judgment is of practical importance in this setting. Our goal is to investigate what type of decision support, in particular historical and/or contextual predictors, should be provided to human forecasters to improve their ability to detect and exploit linear and nonlinear cue-criterion relationships in the task environment. Using a field experiment on new product forecasts in the music industry, our analysis reveals that when forecasters are concerned with predictive accuracy and only managerial judgments are employed, providing both types of decision support data is beneficial. However, if judgmental forecasts are combined with a statistical forecast, restricting the decision support provided to human judges to contextual anchors is beneficial. We identify two novel interactions demonstrating that the exploitation of nonlinearities is easiest for human judgment if contextual data are present but historical data are absent. Thus, if the role of human judgment is to detect these nonlinearities (and the linearities are taken care of by some statistical model with which judgments are combined), then a restriction of the decision support provided makes sense. Implications for the theory and practice of building decision support models are discussed. (C) 2015 Elsevier B.V. All rights reserved."
274,"Effects of control on the performance of information systems projects: The moderating role of complexity risk","Liu, Shan","JOURNAL OF OPERATIONS MANAGEMENT","36","","46-62","2015","MAY","Project Management;Performance;Complexity Risk;Managerial Control;System Development","","Control of projects is a core issue for organizations. Successful projects, such as information systems projects, enable organizations to develop a superior supply network and enhance the capability of operations management. A few studies have investigated the effects of control on project performance; however, complexity risk has not been integrated into the relationship between control and performance. Limited evidence has been provided concerning whether modes of control differ in their effectiveness in the presence of a single risk factor. Based on quantitative data obtained from 128 information systems projects, behavior, outcome, clan, and self-control are empirically determined to be positively associated with the system performance of projects. However, complexity risk generates a mixed moderating effect on the relationship between control and performance. In the presence of a high complexity risk, the effects of behavior and self-control on performance are low, whereas the effectiveness of outcome and clan control increases. This finding implies that complexity risk is a double-edged sword with regard to control. Each control mode exhibits different characteristics and effectiveness under high complexity risk. Therefore, appropriate control modes should be carefully selected, and highly effective control modes, such as outcome and clan control, should be prioritized in managing complex system projects. (C) 2015 Elsevier B.V. All rights reserved."
275,"The role of executive problem solving in knowledge accumulation and manufacturing improvements","Choo, Adrian S. and Nag, Rajiv and Xia, Yusen","JOURNAL OF OPERATIONS MANAGEMENT","36","","63-74","2015","MAY","Manufacturing Improvements;Problem-Solving Orientation;Knowledge Stocks","","This study investigates how strategic leaders influence knowledge stocks and manufacturing improvements in firms. In doing so, we identify two related but distinct problem-solving orientations among senior executives. The first orientation uses short-term remedies to control and contain the impact of a problem, which we label as symptomatic problem solving (SPS). The other orientation addresses a problem situation with the objective of developing new understanding and skills, and we label it as generative problem solving (GPS). We test our theoretical framework using two waves of survey data from a sample of metal casting manufacturers (metal foundries) in the United States. Our analysis shows that GPS positively affects both internal and external knowledge stocks, while SPS negatively influences internal knowledge stock. Knowledge stocks, in turn, facilitate incremental and radical manufacturing improvements. Our results suggest that the two executive problem-solving orientations can potentially counteract each other in enhancing and depreciating knowledge stocks, and subsequently affect a manufacturer's ability to attain improvements both in the short and long terms Published by Elsevier B.V."
276,"Bullwhip effect under substitute products","Duan, Yongrui and Yao, Yuliang and Huo, Jiazhen","JOURNAL OF OPERATIONS MANAGEMENT","36","","75-89","2015","MAY","Bullwhip Effect;Substitute Products;Supply Chain Management;Empirical Analysis","","Using a large-scale, product-level dataset collected from a supply chain dyad, we examine the effect of own and substitute products on a focal product's bullwhip effect and estimate the existence and magnitude of the bullwhip effect at the product level. We find that, under substitute products, the bullwhip effect is not only affected by a product's own factors but also by those of its substitute products. An increase in the number of own price changes is associated with a decrease in the bullwhip effect in terms of the direct effect but with an increase in the bullwhip effect in terms of the total effect, and increases in the number of price changes of substitute products and own stockouts are associated with increases in the bullwhip effect. The potential effects for own price changes, price changes of substitute products and own stockouts are as much as 59.51%, 95.06% and 66.11%. We also find that the bullwhip effect is prevalent and very intensive at the product level. We discuss the theoretical and managerial implications of the findings. (C) 2015 Elsevier B.V. All rights reserved."
277,"Implementing corporate lean programs: The effect of management control practices","Netland, Torbjorn H. and Schloetzer, Jason D. and Ferdows, Kasra","JOURNAL OF OPERATIONS MANAGEMENT","36","","90-102","2015","MAY","Management Control;Lean Manufacturing;Lean Implementation;Factory Performance","","We examine how management control practices relate to the implementation of a corporate lean program at the factory level. Our empirical analysis uses data from a large manufacturing firm that is implementing a corporate lean program in its global plant network. We find that using dedicated teams to lead the lean program, developing and frequently reviewing lean-focused performance reports, and using nonfinancial rewards linked to lean implementation are favorably associated with more extensive implementation of lean practices in the factories. We do not find evidence that the use of management-initiated internal audits and financial rewards tied to lean implementation are strongly associated with more extensive lean implementation. We also present evidence of a positive relation between lean implementation and improvements in operational performance in the factories. Overall, these findings suggest that when implementing a corporate lean program, the firm must pay careful attention to the type of management control practices it uses for controlling the input, process, and output aspects of the lean program. (C) 2015 Elsevier B.V. All rights reserved."
278,"The impact of service design and process management on clinical quality: An exploration of synergetic effects","Ding, Xin (David)","JOURNAL OF OPERATIONS MANAGEMENT","36","","103-114","2015","MAY","Clinical Quality;Quality Improvement Initiatives;Focus;Service Design;Process Management","","While service design and process management have received research attention in the past, there is limited empirical work examining both factors in the hospital setting. Through operationalizing focus as a service design approach and quality improvement (QI) initiatives as process management efforts, we hypothesize that focus and QI initiatives affect clinical quality both individually and collectively. Utilizing heart attack procedures as the study context, we examine a set of hypotheses based on a panel dataset consisted of 201 hospitals from 2005 to 2011 in the state of Florida. After accounting for potential lag effects and endogeneity biases, we find empirical support to the proposed hypotheses. (C) 2015 Elsevier B.V. All rights reserved."
279,"Financial benefits and risks of dependency in triadic supply chain relationships","Kim, Yoon Hee and Henderson, Darren","JOURNAL OF OPERATIONS MANAGEMENT","36","","115-129","2015","MAY","Relationship Embeddedness;Resource Dependency;Financial Performance;Triadic Supply Chain Relationships;Econometric Analysis","","The economic consequences of interdependent relationships with suppliers and customers have long been of interest to supply chain managers and academics alike. Whereas previous studies have focused on the benefits or risks of embedded relationships that accrue to buying firms, this study simultaneously investigates the effects of a supplier's and a customer's embeddedness, arising from resource dependency, on a focal firm's financial performance in triadic supply chain relationships. Using 1,144 unique focal firm-years for U.S. firms from Compustat, we find that a supplier's and a customer's dependency both increase the focal firm's performance in terms of return on assets (ROA) and return on sales (ROS) by increasing asset turnover (ATO). As levels of supplier and customer dependency on the focal firm increase, however, the economic benefits of customer dependency diminish beyond a certain point, while those of supplier dependency continue to increase above that threshold. Thus, our findings show the paradoxically differing risks of the supplier's versus the customer's dependency, while establishing the unequivocal economic benefits of supplier and customer relations for focal firms in the middle of concentrated triadic relationships. (C) 2015 Elsevier B.V. All rights reserved."
280,"Optimal pricing for new and remanufactured products","Abbey, James D. and Blackburn, Joseph D. and Guide, Jr., V. Daniel R.","JOURNAL OF OPERATIONS MANAGEMENT","36","","130-146","2015","MAY","Closed-Loop Supply Chains;Remanufacturing;Consumer Products;Product Pricing","","This work investigates the optimal pricing of new and remanufactured products using a model of consumer preferences based on extensive experimentation. The experimental investigation reveals two distinct segments of consumers. One segment is relatively indifferent between new and remanufactured products and displays high sensitivity to price discounts. The second segment shows strong preferences for new products-with an accompanying aversion to remanufactured products-and realtively low sensitivity to price discounts. The pricing analysis examines several scenarios involving a new product manufacturer, ranging from a simple monopolist scenario to a more complex scenario involving competition with third-party remanufacturers. In contrast to the usual finding that new product prices should decrease when competitive remanufactured products enter the market, the introduction of market segments reveals a robust finding across all scenarios: when remanufactured products enter the market, the optimal price of the new product should increase. Through appropriate pricing of new products, the OEM can mitigate the effects of cannibalization and increase profitability. (C) 2015 Elsevier B.V. All rights reserved."
281,"Performance effects of using an ERP system for manufacturing planning and control under dynamic market requirements","Tenhiaelae, Antti and Helkio, Pekka","JOURNAL OF OPERATIONS MANAGEMENT","36","","147-164","2015","MAY","Decision Support Systems;Production Scheduling;Shop-Floor Control;Materials Management;Strong Inference;Dynamic Capabilities","","Enterprise resource planning (ERP) systems have a controversial reputation. Critics say that even if ERP systems may be beneficial for organizations operating in stable conditions, they are surely detrimental to organizations that face dynamic market requirements. This is because ERP systems are said to impose such procedures and constraints on organizations that make business processes inflexible to change. In contrast, proponents argue that the information-processing capabilities of ERP systems are crucial for organizations that face dynamic market requirements and also that the criticized procedures and constraints actually support process reengineering. These two contradictory arguments are often found in practitioner literature, but both of them can also be supported by management theory. The central tenets of the Organic Theory of organization design imply that ERP systems should be detrimental when market requirements change frequently, whereas the principles of Rigid Flexibility Theory suggest that they should be advantageous. In this study, we use cross-sectional data from 151 manufacturing plants to determine which argument is more applicable in the context of manufacturing planning and control. The results strongly favor the use of ERP systems under dynamic market requirements. To facilitate the reconciliation of the two contradictory arguments, we discuss how the results may have been influenced by two contextual factors: the predominantly technical nature of the studied organizational system and the tight interdependence of the studied activities. (C) 2014 Elsevier B.V. All rights reserved."
282,"How does technological diversity in supplier network drive buyer innovation? Relational process and contingencies","Gao, Gerald Yong and Xie, En and Zhou, Kevin Zheng","JOURNAL OF OPERATIONS MANAGEMENT","36","","165-177","2015","MAY","Supplier Network;Technological Diversity;Novel Information Sharing;Buyer-Supplier Relational Strength;Supplier Network Density;New Product Creativity","","External networks provide important knowledge sources of innovation for firms. Drawing on social network theory, this study examines how technological diversity in supplier network influences a focal buyer firm's innovation. The results from a survey of 202 Chinese manufacturing firms and their supplier networks reveal that novel information sharing partially mediates the effect of technological diversity in supplier network on buyer firms' new product creativity. The positive effect of technological diversity is enhanced by buyer-supplier relational strength but inhibited by supplier network density; competitive intensity positively moderates this effect, and technological turbulence negatively moderates it. These findings provide novel insights into how buyer firms can use their supplier networks to enhance product innovation. (C) 2014 Elsevier B.V. All rights reserved."
283,"Supply chain management research: Key elements of study design and statistical testing","Helmuth, Catherine A. and Craighead, Christopher W. and Connelly, Brian L. and Collier, Donovan Y. and Hanna, Joe B.","JOURNAL OF OPERATIONS MANAGEMENT","36","","178-186","2015","MAY","Supply Chain;Effect Size;Statistical Power;Reliability;Empirical Research","","Over the past three decades, supply chain management (SCM) has evolved from its origin's as a nascent field of study to encompass construct definition, identification of the field's central issues, and establishment of its conceptual boundaries. At this point, a sufficient body of empirical SCM research has been put forward to allow for quantitative assessment of the field. Therefore, we examine three key elements of study design to assess what has happened, what is currently happening, and where we should be heading as a field. To do so, following a pattern of reviews in similar disciplines, we begin with an examination of effect sizes of the relationships under investigation. Results show that effect sizes in SCM research have marginally increased over time and that sub-domains within SCM that receive the most scholarly attention also have higher effect sizes. We also conduct a post hoc analysis of statistical power and empirically examine a range of factors and study contexts that could influence power. Findings suggest that average statistical power in SCM research exceeds the statistical power of most related disciplines and is particularly high in several unique contexts. Lastly, we find that measurement reliability and the use of control variables have increased over time, possibly suggesting the field has matured, instilling a degree of confidence in its research. Overall, our results show that SCM research is becoming more empirically rigorous, but we also uncover key areas that warrant improvement. We describe implications of our review for the design of future SCM empirical studies. (C) 2014 Elsevier B.V. All rights reserved."
284,"Problem-solving effort and success in innovation contests: The role of national wealth and national culture","Bockstedt, Jesse and Druehl, Cheryl and Mishra, Anant","JOURNAL OF OPERATIONS MANAGEMENT","36","","187-200","2015","MAY","Innovation Contests;Problem Solving;National Culture;Crowdsourcing;Econometric Analysis","","Innovation contests allow firms to harness specialized skills and services from globally dispersed participants for solutions to business problems. Such contests provide a rich setting for operations management (OM) scholars to explore problem solving in global labor markets as firms continue to unbundle their innovation value chains. In this study, we examine the implications of specific types of diversity in innovation contests on problem-solving effort and success. First, we conceptualize diversity among contestants in terms of national wealth (measured as gross domestic product per capita (GDPP) adjusted for purchasing power parity) and national culture (measured using the culture dimensions of performance orientation and uncertainty avoidance) and examine how such factors influence problem-solving effort. Next, we examine how differences between contestants and contest holders in terms of the above factors influence contest outcomes. Using data from a popular online innovation contest platform and country-level archival data, we find that contestants from countries with lower levels of GDPP are more likely to exert greater problem-solving effort compared to other contestants. With regard to national culture, we find that performance orientation and uncertainty avoidance have positive and negative effects, respectively, each of which weakens with increasing levels of GDPP. Finally, our analysis provides evidence of homophily effects indicating that contestants who share greater similarities with the contest holder in terms of national wealth and national culture are more likely to be successful in a contest. We discuss the implications of the study's findings for contest holders and platform owners who organize innovation contests, and for emerging research on innovation contests. (C) 2014 Elsevier B.V. All rights reserved."
285,"Understanding information exchange in healthcare operations: Evidence from hospitals and patients","Dobrzykowski, David D. and Tarafdar, Monideepa","JOURNAL OF OPERATIONS MANAGEMENT","36","","201-214","2015","MAY","Hospital Operations;Health It;Electronic Health Records;Pacs;Physician Employment;Coordination;Vertical Integration;It Use;Social Ties","","Coordination - or the information exchange among physicians and hospital staff - is necessary for desirable patient outcomes in healthcare delivery. However, coordination is difficult because healthcare delivery processes are information intensive, complex and require interactions of hospitals with autonomous physicians working in multiple operational systems (i.e. multiple hospitals). We examine how three important variables distinctive of the healthcare operations context - use of IT for dissemination of test results (ITDR) (i.e. electronic health records systems) by physicians and hospital staff, social interaction ties among them, and physician employment - influence information exchange and patient perceptions of their care. Drawing from the literature on process inter-dependencies and coordination, vertical integration and social exchange, we develop and test research hypotheses linking ITDR, social interaction ties and physician employment to information exchange relationship, and information exchange relationship to provider-patient communication. Using a paired sample of primary survey data and secondary archival data from CMS HCAHPS for 173 hospitals in the USA, we find that increased information exchange relationship drives provider-patient communication, and increased social interaction ties drives information exchange relationship. Social interaction ties fully mediates the relationship between ITDR and information exchange relationship. Physician employment amplifies the link between ITDR and social interaction ties, but does not have an effect on the link between ITDR and information exchange. We do not find a direct relationship between ITDR, and information exchange relationship or provider-patient communication. Published by Elsevier B.V."
286,"Structural drivers of upstream supply chain complexity and the frequency of supply chain disruptions","Bode, Christoph and Wagner, Stephan M.","JOURNAL OF OPERATIONS MANAGEMENT","36","","215-228","2015","MAY","Supply Chain Disruption;Supply Chain Risk;Supply Chain Complexity;Count Regression","","A great deal of research has focused on supply chain risk management, but the question Which supply. chain characteristics increase the frequency of supply chain disruptions? has not received much attention from empirical research. This is a relevant question, because firms seek stability in their operations, and therefore managers need to know how the structure of their supply chains affects the occurrence of disruptions. The present study addresses this issue with a specific focus on upstream supply chain (supply-side) disruptions. Drawing on the literature on supply chain complexity, we devise and test a model that predicts the frequency of supply chain disruptions based on a multi-dimensional conceptualization of upstream supply chain complexity. Not only do the empirical findings suggest that all of the three investigated complexity drivers - horizontal, vertical, and spatial complexity - increase the frequency of disruptions, but also that they interact and amplify each other's effects in a synergistic fashion. (C) 2015 Elsevier B.V. All rights reserved."
287,"The effect of controversial global sourcing practices on the ethical judgments and intentions of US consumers","Bregman, Robert and Peng, David Xiaosong and Chin, Wynne","JOURNAL OF OPERATIONS MANAGEMENT","36","","229-243","2015","MAY","Global Sourcing;Consumer Intentions;Ethical Judgment;Hunt-Vitell;Structural Equation Modeling","","Global sourcing has led to lower cost and more effective supply chains for many companies. However, when the cost-driven practices of many suppliers in these chains come to light there is often considerable debate over the ethics of these practices. This research uses the well-known Hunt-Vitell framework as the theoretical foundation for a structural equation model of the deontological and teleological evaluations used by consumers when making ethical judgments of a firm's controversial cost-driven global sourcing practices. Data from a large-scale U.S. consumer survey show the importance of deontological and teleological evaluations in forming consumers' ethical judgments of global sourcing practices, and establish a strong relationship between ethical judgment and the intention of consumers to alter consumption of a firm's products. Extensions to the framework and demographic analyses for age, gender, and income provide insights as to how perceptions of these practices affect consumer evaluations of a company involved in global sourcing and how consumers actualize their resultant intentions. (C) 2015 Elsevier B.V. All rights reserved."
288,"Performance effects of early and late Six Sigma adoptions","Jacobs, Brian W. and Swink, Morgan and Linderman, Kevin","JOURNAL OF OPERATIONS MANAGEMENT","36","","244-257","2015","MAY","Six Sigma;Quality Management;Administrative Innovation;Adoption Timing;Organizational Learning;Empirical Research","","Operations managers confront the challenge of deciding when to implement various administrative innovations such as Six Sigma, ISO 9000, and Lean. This research examines the operating performance effects of early versus late adoption of Six Sigma process improvement. Using theories of organizational learning and knowledge transfer, we develop hypotheses describing the advantages of late adoption, and factors that affect a firm's ability to benefit from Six Sigma either as an early or late adopter. We test our hypotheses using an event study methodology. The empirical results show that, on average, late adopters in our sample enjoy significantly greater performance gains than early adopters. However, the analysis also shows that the advantages of late adopters tend to be moderated by certain environmental and structural characteristics of a firm. Specifically, late adoption has been favorable when firms operate in low-velocity industries, when they primarily sell in business-to-business markets, when they have good financial performance prior to adoption, and when they are large. Conversely, when adopters operate in conditions that have the opposite characteristics, then early adoption appears to have produced better results. Understanding the effects of these factors can enhance managers' abilities to determine appropriate adoption timing to increase performance. (C) 2015 Elsevier B.V. All rights reserved."
289,"Service triads: A research agenda for buyer-supplier-customer triads in business services","Wynstra, Finn and Spring, Martin and Schoenherr, Tobias","JOURNAL OF OPERATIONS MANAGEMENT","35","SI","1-20","2015","MAY","Service Triads;Buyer-Supplier-Customer Triads;Services;Networks;Empirical Research;Research Agenda","","Service triads, in which a buyer contracts with a supplier to deliver services directly to the buyer's customer, represent an emerging business model. This special issue is dedicated to this theme. To set the context, in this lead article, we first define service triads, both as a phenomenon and a research topic. We then provide a review of different strands of existing research and various theoretical frameworks that can inform our study of service triads. This culminates in an outline of a research agenda that can guide future study. As such, this paper not only introduces the articles in the special issue, but is also intended as a point of reference and motivation for further work on service triads, and on triads in general. (C) 2014 Elsevier B.V. All rights reserved."
290,"Shareholder value implications of service failures in triads: The case of customer information security breaches","Modi, Sachin B. and Wiles, Michael A. and Mishra, Saurabh","JOURNAL OF OPERATIONS MANAGEMENT","35","SI","21-39","2015","MAY","Service Triads;Service Recovery;Information Security Breach;Shareholder Value;Event Study","","The rise in front-end service outsourcing in recent years, despite its advantages, has also exposed buyer firms to unique challenges. One of the most salient risks for buyer firms in service triads is service failure due to the service provider. Indeed such service failures may be more costly for firms due to the greater relational and operational costs that may arise from the presence of the third-party provider. Yet, neither the services literature nor extant operations literature on service triads has paid much attention to the financial consequences to the buyer firm - i.e., service risks - of such service failures in triads. To fill this gap, we investigate the financial penalty of service failures due to the service provider using the event study methodology and a sample of 146 customer information security breaches as our empirical context. Analysis of the abnormal returns reveals that service failures due to the front-end service provider lead to greater shareholder losses than such failures due to the buyer firm. This provides important new insight into the financial risks arising from outsourcing front-end services. Further, we investigate the ability of the buyer firm's employee and financial resources to temper these shareholder losses. We find that buyer firm employee productivity can moderate the greater financial penalty associated with such triadic service failures but that buyer firm leverage tends to not have such a mitigating effect. This provides new guidance for theory and practice regarding how buyer firms can position themselves to buffer the financial risks arising from service failures due to front-end service providers. (C) 2014 Elsevier B.V. All rights reserved."
291,"Outsourcing customer support: The role of provider customer focus","Wuyts, Stefan and Rindfleisch, Aric and Citrin, Alka","JOURNAL OF OPERATIONS MANAGEMENT","35","SI","40-55","2015","MAY","Outsourcing;Service Triads;Customer Support;Customer Focus","","An increasing number of firms are outsourcing customer support to external service providers. This creates a triadic setting in which an outsourcing provider serves end customers on behalf of its clients. While outsourcing presents an opportunity to serve customers, service providers differ in their motivation and ability to fulfill customer needs. Prior research suggests that firms with a strong customer focus have an intrinsic motivation to address customer needs. We suggest that in an outsourcing context, this intrinsic motivation does not suffice. Using a Motivation-Opportunity-Ability framework, we posit that the effect of a provider's customer focus will be moderated by a set of relational, firm, and customer characteristics that affect its ability to serve end customers. We test our conceptualization among 171 outsourcing clients from the Netherlands and then validate these results among 135 Indian outsourcing providers. The findings reveal that customer-focused providers achieve higher levels of customer need fulfillment but this effect is contingent on their ability to serve end customers. In particular, customer-focused providers more effectively fulfill customer needs when clients and providers share close relational ties, when clients also have a high level of customer focus, and when end customer needs exhibit a low degree of turbulence. In addition, we find that, in turbulent markets, equipment-related services offer greater opportunity for effective customer need fulfillment than other outsourced services. (C) 2014 Elsevier B.V. All rights reserved."
292,"An agency perspective on service triads: Linking operational and financial performance","Zhang, Jie J. and Lawrence, Benjamin and Anderson, Chris K.","JOURNAL OF OPERATIONS MANAGEMENT","35","SI","56-66","2015","MAY","Service Triads;Customer Satisfaction;Service Outsourcing;Agency Theory;Franchising","","We explore one prolific type of service triad, the franchise triad, involving three primary stakeholders: the franchisor, the franchisee and the customer. In this triad, franchisees use their affiliation with the franchisor's brand to attract customers to their local outlets. In exchange for the right of assuming the identity of the brand, the franchisee pays the franchisor royalties and retains residual profits. Applying Agency Theory, this paper examines the inherent conflict of interests between a principal (i.e., franchisor) that controls and manages brand equity as a shared resource and an agent (i.e., franchisee) that retains pricing right and profits from the identity of the brand by interacting directly with customers. We empirically isolate the effect of triad structure on outlet performance by matching two unique datasets. One set of data captures operational performance in the form of aggregated online review scores and the other financial performance including average daily hotel rate and revenue per available room. We find that franchisees charge higher prices than their corporate counterparts even when controlling for operational performance. Even though franchisees charge higher prices they maintain similar financial performance in terms of revenue per available room. These results suggest that the triad structure plays a significant role in franchisees' ability to free-ride on shared brand equity and have important managerial implications for effective outsourcing, contract design and performance evaluation for a wide range of service industries. (C) 2014 Elsevier B.V. All rights reserved."
293,"Collaboration in Multi-Partner R&D Projects: The Impact of Partnering Scale and Scope","Mishra, Anant and Chandrasekaran, Aravind and MacCormack, Alan","JOURNAL OF OPERATIONS MANAGEMENT","33-34","","1-14","2015","JAN","Multi-Partner R&D Projects;Empirical Research;New Product Development;Collaboration Structures;Partnering Scale And Scope","","How can firms design collaboration structures for effective performance in R&D projects that involve multiple partners? To address this question, we examine the theoretical underpinnings of collaboration structures in multi-partner R&D projects-i.e., the scale and the scope of partnering efforts. Partnering scale captures the extent of resource interdependencies between a firm and its partners; partnering scope captures both the breadth and depth of the interdependencies between a firm and its partners. Using primary data from 147 multi-partner R&D projects, we develop and test hypotheses that examine the impact of partnering scale and scope decisions on partnering performance. Results indicate that partnering scale has a curvilinear relationship with partnering performance. That is, intermediate levels of partnering scale are associated with higher partnering performance, compared to low or high levels of partnering scale. However, we also find that the nature of this relationship is moderated by the sub-dimensions of partnering scope. Specifically, increase in partnering breadth appears to magnify the negative effect of partnering scale on performance. In contrast, increase in partnering depth appears to overcome this negative effect, allowing firms to operate at higher levels of partnering scale. Taken together, these results highlight the importance of adopting a comprehensive approach to designing collaboration structures for multi-partner R&D projects. Published by Elsevier B.V."
294,"Revisiting the interplay between contractual and relational governance: A qualitative and meta-analytic investigation","Cao, Zhi and Lumineau, Fabrice","JOURNAL OF OPERATIONS MANAGEMENT","33-34","","15-42","2015","JAN","Interorganizational Relationships;Contractual Governance;Relational Governance;Complementarity;Substitution;Meta-Analysis","","Although extant literature has shown that formal contracts and relational governance play a key role in interorganizational relationships, the nature of their interplay still remains equivocal. To better understand the relationships between contractual and relational governance, we conducted a qualitative review and meta-analysis of the existing literature. Meta-analytic results from 33,051 interorganizational relationships across 149 empirical studies have indicated that contractual governance is positively related to both sides of relational governance trust and relational norms. Our results have also indicated that contracts, trust, and relational norms jointly improve satisfaction and relationship performance and jointly reduce opportunism. These findings provide strong evidence for the complementarity arguments of the contractual-relational governance relationships and their joint impacts on performance. We also found that the mutual relationships between contractual and relational governance are moderated by the institutional environments, the interorganizational relationship type and length, and the construct measurement of contracts. Overall, this study provides new insights on when contractual and relational governance complement or substitute each other. We discuss the implications of our study for theory and practice and propose a research agenda for future research on governance in interorganizational relationships. (C) 2014 Elsevier B.V. All rights reserved."
295,"Supply network disruption and resilience: A network structural perspective","Kim, Yusoon and Chen, Yi-Su and Linderman, Kevin","JOURNAL OF OPERATIONS MANAGEMENT","33-34","","43-59","2015","JAN","Supply Network Disruption;Resilience;Graph Theory;Complex Networks;Network Analysis","","Increasingly, scholars recognize the importance of understanding supply network disruptions. However, the literature still lacks a clear conceptualization of a network-level understanding of supply disruptions. Not having a network level understanding of supply disruptions prevents firms from fully mitigating the negative effects of a supply disruption. Graph theory helps to conceptualize a supply network and differentiate between disruptions at the node/arc level vs. network level. The structure of a supply network consists of a collection of nodes (facilities) and the connecting arcs (transportation). From this perspective, small events that disrupt a node or arc in the network can have major consequences for the network. A failure in a node or arc can potentially stop the flow of material across network. This study conceptualizes supply network disruption and resilience by examining the structural relationships among entities in the network. We compare four fundamental supply network structures to help understand supply network disruption and resilience. The analysis shows that node/arc-level disruptions do not necessarily lead to network-level disruptions, and demonstrates the importance of differentiating a node/arc disruption vs. a network disruption. The results also indicate that network structure significantly determines the likelihood of disruption. In general, different structural relationships among network entities have different levels of resilience. More specifically, resilience improves when the structural relationships in a network follow the power-law. This paper not only offers a new perspective of supply network disruption, but also suggests a useful analytical approach to assessing supply network structures for resilience. (C) 2014 Elsevier B.V. All rights reserved."
