index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
330,"Online Gambling Behavior: The Impacts of Cumulative Outcomes, Recent Outcomes, and Prior Use","Ma, Xiao and Kim, Seung Hyun and Kim, Sung S.","INFORMATION SYSTEMS RESEARCH","25","3","511-527","2014","SEP","Online User Behavior;Online Gambling;Repeated Behavior;Decision Making Under Uncertainty;Panel Data;Multilevel Analysis;Hierarchical Analysis","","The objective of this work is to examine various psychological forces underlying the behavior of people's online gambling, an increasingly popular form of entertainment in the gaming industry. Drawing on extant theories, we first developed a model of how cumulative outcomes, recent outcomes, and prior use affect online gambling behavior differently. We empirically tested the model using longitudinal panel data collected over eight months from 22,304 actual users of a gambling website. The results of a multilevel panel data analysis strongly supported our hypotheses. First, consistent with gambling theory, individuals' online gambling was found to increase with any increase in a cumulative net gain or cumulative net loss. Second, as the availability heuristic prescribes, a recent loss reduced online gambling, whereas a recent gain increased it. Third, consistent with the literature on repeated behavior, regular use and extended use moderated the relationship between current and subsequent gambling. Taken together, the present study clarifies how people react differently to immediate and cumulative outcomes and also how regular use and extended use facilitate routine behavior in the context of online gambling. In general, our findings suggest that the three perspectives, i.e., gambling theory, the availability heuristic, and repeated behavior, should be taken into account to understand online gambling, which is in essence a series of risk-taking attempts with the potential of eventually becoming routine behavior. This study is expected to offer valuable insights into other types of online games that could engage people in risking real or cyber money and, at the same time, could be easily enmeshed with everyday life (e. g., fantasy sports, online virtual worlds)."
331,"The Central Role of Engagement in Online Communities","Ray, Soumya and Kim, Sung S. and Morris, James G.","INFORMATION SYSTEMS RESEARCH","25","3","528-546","2014","SEP","Online Communities;Engagement;Self-Identity Verification;Knowledge Self-Efficacy;Community Identification;Knowledge Contribution;Word Of Mouth","","Online communities are new social structures dependent on modern information technology, and they face equally modern challenges. Although satisfied members regularly consume content, it is considerably harder to coax them to contribute new content and help recruit others because they face unprecedented social comparison and criticism. We propose that engagement-a concept only abstractly alluded to in information systems research-is the key to active participation in these unique sociotechnical environments. We constructed and tested a framework that demonstrates what engagement is, where it comes from, and how it powerfully explains both knowledge contribution and word of mouth. Our results show that members primarily contribute to and revisit an online community from a sense of engagement. Nonetheless, word of mouth is partly influenced by prior satisfaction. Therefore, engagement and satisfaction appear to be parallel mediating forces at work in online communities. Both mediators arise from a sense of communal identity and knowledge self-efficacy, but engagement also emerges from validation of self-identity. Nevertheless, we also found signs that the contributions of the most knowledgeable users are not purely from engagement, but also from a competing sense of self-efficacy. Our findings significantly contribute to the area of information systems by highlighting that engagement is a concrete phenomenon on its own, and it can be directly modeled and must be carefully managed."
332,"Latent Growth Modeling for Information Systems: Theoretical Extensions and Practical Applications","Zheng, Zhiqiang (Eric) and Pavlou, Paul A. and Gu, Bin","INFORMATION SYSTEMS RESEARCH","25","3","547-568","2014","SEP","Latent Growth Modeling;Lgm;Longitudinal Data;D-Separation;Word Of Mouth","","This paper presents and extends Latent Growth Modeling (LGM) as a complementary method for analyzing longitudinal data, modeling the process of change over time, testing time-centric hypotheses, and building longitudinal theories. We first describe the basic tenets of LGM and offer guidelines for applying LGM to Information Systems (IS) research, specifically how to pose research questions that focus on change over time and how to implement LGM models to test time-centric hypotheses. Second and more important, we theoretically extend LGM by proposing a model validation criterion, namely d-separation, to evaluate why and when LGM works and test its fundamental properties and assumptions. Our d-separation criterion does not rely on any distributional assumptions of the data; it is grounded in the fundamental assumption of the theory of conditional independence. Third, we conduct extensive simulations to examine a multitude of factors that affect LGM performance. Finally, as a practical application, we apply LGM to model the relationship between word-of-mouth communication (online product reviews) and book sales over time with longitudinal 26-week data from Amazon. The paper concludes by discussing the implications of LGM for helping IS researchers develop and test longitudinal theories."
333,"The Most Popular News Recommender: Count Amplification and Manipulation Resistance","Prawesh, Shankar and Padmanabhan, Balaji","INFORMATION SYSTEMS RESEARCH","25","3","569-589","2014","SEP","Recommender Systems;News Recommendation;Polya Urn;Zipf;Power Law;Sampling;Manipulation","","A broad motivation for our research is to build manipulation resistant news recommender systems. There are several algorithms that can be used to generate news recommendations, and the strategies for manipulation resistance are likely specific to the algorithm (or class of algorithm) used. In this paper, we will focus on a common method used on the front page by many media sites of recommending the N most popular articles (e. g., New York Times, BBC, CNN, Wall Street Journal all prominently use this). We show that whereas recommendation of the N most read articles is easily susceptible to manipulation, a probabilistic variant is more robust to common manipulation strategies. Furthermore, for the N most popular recommender, probabilistic selection has other desirable properties. Specifically, the (N+1)th article, which may have just missed making the cut-off, is unduly penalized under common user models. Small differences are easily amplified initially, an observation that can be used by manipulators. Probabilistic selection, on the other hand, creates no such artificial penalty. We use classical results from urn models to derive theoretical results for special cases and study specific properties of the probabilistic recommender."
334,"An Empirical Analysis of the Impact of Pre-Release Movie Piracy on Box Office Revenue","Ma, Liye and Montgomery, Alan L. and Singh, Param Vir and Smith, Michael D.","INFORMATION SYSTEMS RESEARCH","25","3","590-603","2014","SEP","Movies;Box Office Revenue;Piracy;Forecasting","","Digital distribution channels raise many new challenges for managers in the media industry. This is particularly true for movie studios where high-value content can be stolen and released through illegitimate digital channels, even prior to the release of the movie in legal channels. In response to this potential threat, movie studios have spent millions of dollars to protect their content from unauthorized distribution throughout the lifecycle of films. They have focused their efforts on the pre-release period under the assumption that pre-release piracy could be particularly harmful for a movie's success. However, surprisingly, there has been little rigorous research to analyze whether, and how much, pre-release movie piracy diminishes legitimate sales. In this paper, we analyze this question using data collected from a unique Internet file-sharing site. We find that, on average, pre-release piracy causes a 19.1% decrease in revenue compared to piracy that occurs post-release. Our study contributes to the growing literature on piracy and digital media consumption by presenting evidence of the impact of Internet-based movie piracy on sales and by analyzing pre-release piracy, a setting that is distinct from much of the existing literature."
335,"The Allure of Homophily in Social Media: Evidence from Investor Responses on Virtual Communities","Gu, Bin and Konana, Prabhudev and Raghunathan, Rajagopal and Chen, Hsuanwei Michelle","INFORMATION SYSTEMS RESEARCH","25","3","604-617","2014","SEP","Virtual Communities;Social Media;Homophily;Heterophily;Financial Markets;Psychological Biases;Psychological Benefits;Instrumental Benefits","","Millions of people participate in online social media to exchange and share information. Presumably, such information exchange could improve decision making and provide instrumental benefits to the participants. However, to benefit from the information access provided by online social media, the participant will have to overcome the allure of homophily-which refers to the propensity to seek interactions with others of similar status (e. g., religion, education, income, occupation) or values (e. g., attitudes, beliefs, and aspirations). This research assesses the extent to which social media participants exhibit homophily (versus heterophily) in a unique context-virtual investment communities (VICs). We study the propensity of investors in seeking interactions with others with similar sentiments in VICs and identify theoretically important and meaningful conditions under which homophily is attenuated. To address this question, we used a discrete choice model to analyze 682,781 messages on Yahoo! Finance message boards for 29 Dow Jones stocks and assess how investors select a particular thread to respond. Our results revealed that, despite the benefits from heterophily, investors are not immune to the allure of homophily in interactions in VICs. The tendency to exhibit homophily is attenuated by an investor's experience in VICs, the amount of information in the thread, but amplified by stock volatility. The paper discusses important implications for practice."
336,"Industry-Specific Human Capital and Wages: Evidence from the Business Process Outsourcing Industry","Kim, Keongtae and Mithas, Sunil and Whitaker, Jonathan and Roy, Prasanto K.","INFORMATION SYSTEMS RESEARCH","25","3","618-638","2014","SEP","Global Disaggregation;Globalization;Services;Industry;Human Capital;Bpo;Outsourcing;Professionals;Wages;Compensation;Industry-Specific Human Capital","","Human capital is becoming more critical as the global economy becomes more information intensive and service intensive. Although information systems (IS) researchers have studied some dimensions of human capital, the role of industry-specific human capital has remained understudied. The information technology enabled business process outsourcing (BPO) industry provides an ideal setting to study returns to human capital, because jobs in this industry are standardized and many professionals in this new industry have come from other industries. We build on IS and economics literature to theorize returns to human capital in the BPO industry, and we test the theory using data for over 2,500 BPO professionals engaged in call center work and other nonvoice services (e. g., accounting, finance, human resources, etc.) in India during the 2006-2008 time period. We find higher returns to industry-specific human capital than to firm-specific and general human capital. We also find that junior-level professionals, whose jobs are relatively more standardized, have higher returns to industry-specific human capital than senior-level professionals. We discuss implications for further research and practice in the global economy where inter-industry transfers and migration of skills are becoming increasingly common."
337,"Heuristic Theorizing: Proactively Generating Design Theories","Gregory, Robert Wayne and Muntermann, Jan","INFORMATION SYSTEMS RESEARCH","25","3","639-653","2014","SEP","Generating Design Theories;Design Science;Proactive Design Theorizing;Problem Solving;Heuristics;Heuristic Theorizing;Heuristic Search;Heuristic Synthesis;Sciences Of The Artificial","","Design theories provide explicit prescriptions, such as principles of form and function, for constructing an artifact that is designed to meet a set of defined requirements and solve a problem. Design theory generation is increasing in importance because of the increasing number and diversity of problems that require the participation and proactive involvement of academic researchers to build and test artifact-based solutions. However, we have little understanding of how design theories are generated. Drawing on key contributions by Herbert A. Simon, including the ideas of satisfice and bounded rationality and reviewing a large body of information systems and problem-solving literature, we develop a normative framework for proactive design theorizing based on the notion of heuristic theorizing. Heuristics are rules of thumb that provide a plausible aid in structuring the problem at hand or in searching for a satisficing artifact design. An example of a problem-structuring heuristic is problem decomposition and an example of an artifact design heuristic is analogical design. We define heuristic theorizing as the process of proactively generating design theory for prescriptive purposes from problem-solving experiences and prior theory by constantly iterating between the search for a satisficing problem solution, i.e., heuristic search, and the synthesis of new information that is generated during heuristic search, i.e., heuristic synthesis. Heuristic search involves alternating between structuring the problem at hand and generating new artifact design components, whereas heuristic synthesis involves different ways of thinking, including reflection and learning and forms of reasoning, that complement the use of heuristics for theorizing purposes. We illustrate the effectiveness of our heuristic theorizing framework through a detailed example of a multiyear design science research program in which we proactively generated a design theory for solving problems in the area of intelligent information management and so-called big data in the finance domain. We propose that heuristic theorizing is a useful alternative to established theorizing approaches, i.e., reasoning-based approaches. Heuristic theorizing is particularly relevant for proactive design theorizing, which emphasizes problem solving as being highly intertwined with theorizing, involves a greater variety of ways of thinking than other theorizing approaches, and assumes an engaged relationship between academics and practitioners."
338,"Discriminant Analysis with Strategically Manipulated Data","Zhang, Juheng and Aytug, Haldun and Koehler, Gary J.","INFORMATION SYSTEMS RESEARCH","25","3","654-662","2014","SEP","Classification;Support Vector Machines;Data Imputation;Missing Values;Adversarial Learning;Strategically Hidden Information","","We study the problem where a decision maker uses a linear classifier over attribute values (e. g., age, income, etc.) to classify agents into classes (e. g., creditworthy or not). Sometimes the attribute values are altered and/or hidden by agents to obtain a favorable but undeserved classification. Our main goal is to develop methods to thwart agents from hiding or distorting attribute values to obtain a favorable but incorrect classification. Intentionally altered attributes to obtain strategic goals have been studied. In this paper we develop methods that handle strategic hiding (i.e., nondisclosure) and then merge them with methods to thwart strategic distortion in the context of classification."
339,"The Disciplines of Information: Lessons from the History of the Discipline of Medicine","Schwartz, David G.","INFORMATION SYSTEMS RESEARCH","25","2","205-221","2014","JUN","Critical Perspectives On Information Technology;Institutional Aspects Of Information Systems;Medical Discipline;Specialization;History;Academia;Professions;Di","","In this research commentary we show that the discipline of information systems (IS) has much that can be learned from the history of the discipline of medicine. We argue that as interest in historical studies of information systems grows, there are important historical lessons to be drawn from disciplines other than IS, with the medical discipline providing fertile ground. Of particular interest are the circumstances that surrounded the practice of the medical craft in the 1800's-circumstances that drove a process of unification and specialization resulting in the modern conceptualization of medical education, research, and practice. In analyzing the history of the field of medicine, with its long-established methods for general practice, specialization, and sub-specialization we find that it serves as an example of a discipline that has dealt effectively with its initial establishment as a scientific discipline, exponential growth of knowledge and ensuing diversity of practice over centuries, and has much to say in regards to a number of discipline-wide debates of IS. Our objective is to isolate the key factors that can be observed from the writings of leading medical historians, and examine those factors from the perspective of the information systems discipline today. Through our analysis we identify the primary factors and structural changes which preceded a modern medical discipline characterized by unification and specialization. We identify these same historic factors within the present-day information systems milieu and discuss the implications of following a unification and specialization strategy for the future of the disciplines of information."
340,"A Machine Learning Approach to Improving Dynamic Decision Making","Meyer, Georg and Adomavicius, Gediminas and Johnson, Paul E. and Elidrisi, Mohamed and Rush, William A. and Sperl-Hillen, JoAnn M. and O'Connor, Patrick J.","INFORMATION SYSTEMS RESEARCH","25","2","239-263","2014","JUN","Dynamic Decision Making;Process Control;Data Mining;Process Mining;Machine Learning;Simulation;Healthcare","","Decision strategies in dynamic environments do not always succeed in producing desired outcomes, particularly in complex, ill-structured domains. Information systems often capture large amounts of data about such environments. We propose a domain-independent, iterative approach that (a) applies data mining classification techniques to the collected data in order to discover the conditions under which dynamic decision-making strategies produce undesired or suboptimal outcomes and (b) uses this information to improve the decision strategy under these conditions. In this paper, we formally develop this approach and illustrate it by providing detailed examples of its application to a chronic disease care problem in a healthcare management organization, specifically the treatment of patients with type 2 diabetes mellitus. In particular, the proposed iterative approach is used to improve treatment strategies by predicting and eliminating treatment failures, i.e., insufficient or excessive treatment actions, based on information that is available in electronic medical record systems. We also apply the proposed approach to a manufacturing task, resulting in substantial decision strategy improvements, which further demonstrates the generality and flexibility of the proposed approach."
341,"Prediction in Economic Networks","Dhar, Vasant and Geva, Tomer and Oestreicher-Singer, Gal and Sundararajan, Arun","INFORMATION SYSTEMS RESEARCH","25","2","264-284","2014","JUN","Economic Networks;Prediction;Co-Purchase Network;Predictive Modeling;Neural Networks;Autoregressive Models;Network-Based Prediction;Pagerank","","We define an economic network as a linked set of entities, where links are created by actual realizations of shared economic outcomes between entities. We analyze the predictive information contained in a specific type of economic network, namely, a product network, where the links between products reflect aggregated information on the preferences of large numbers of individuals to co-purchase pairs of products. The product network therefore reflects a simple smoothed model of demand for related products. Using a data set containing more than 70 million observations of a nonstatic co-purchase network over a period of two years, we predict network entities' future demand by augmenting data on their historical demand with data on the demand for their immediate neighbors, in addition to network properties, specifically, local clustering and PageRank. To our knowledge, this is the first study of a large-scale dynamic network that shows that a product network contains useful distributed information for demand prediction. The economic implications of algorithmically predicting demand for large numbers of products are significant."
342,"Selling vs. Profiling: Optimizing the Offer Set in Web-Based Personalization","Johar, Monica and Mookerjee, Vijay and Sarkar, Sumit","INFORMATION SYSTEMS RESEARCH","25","2","285-306","2014","JUN","Web-Based Personalization;Electronic Retailing;Optimal Control","","We study the problem of optimally choosing the composition of the offer set for firms engaging in web-based personalization. A firm can offer items or links that are targeted for immediate sales based on what is already known about a customer's profile. Alternatively, the firm can offer items directed at learning a customer's preferences. This, in turn, can help the firm make improved recommendations for the remainder of the engagement period with the customer. An important decision problem faced by a profit maximizing firm is what proportion of the offer set should be targeted toward immediate sales and what proportion toward learning the customer's profile. We study the problem as an optimal control model, and characterize the solution. Our findings can help firms decide how to vary the size and composition of the offer set during the course of a customer's engagement period with the firm. The benefits of the proposed approach are illustrated for different patterns of engagement, including the length of the engagement period, uncertainty in the length of the period, and the frequency of the customer's visits to the firm. We also study the scenario where the firm optimizes the size of the offer set during the planning horizon. One of the most important insights of this study is that frequent visits to the firm's website are extremely important for an e-tailing firm even though the customer may not always buy products during these visits."
343,"Using Personal Communication Technologies for Commercial Communications: A Cross-Country Investigation of Email and SMS","Tan, Chuan-Hoo and Sutanto, Juliana and Phang, Chee Wei and Gasimov, Anar","INFORMATION SYSTEMS RESEARCH","25","2","307-327","2014","JUN","Personal Communication Technology;Apparatgeist Theory;Social Construction;Context-Cultural Dimension;Multimethod Investigation;Field Experiment","","The widespread use of personal communication technologies (PCTs) for commercial message dissemination necessitates understanding that PCTs might lead to better commercial performance in different situations. Building primarily on apparatgeist and social construction theories, this research proposes that consumer responses to PCT-disseminated commercial messages are jointly influenced by the PCT (i.e., technology) that carries general symbolic meanings about its nature and purpose (its spirit), and the context culture (i.e., the cultural milieu) in which it is used. We began with focus groups' assessments of two commonly utilized PCTs-email and short message service-which revealed their comparative symbolic meanings in terms of intimacy or formality of communication-to be in line with extant literature. Then, in a commercial setting where retailers leverage PCTs to disseminate product discount coupons, we examined the difference between two distinct environments that differed in their context-cultural dimensions (their cultural milieus of social interaction and communication)-i.e., China (an environment of high context-cultural dimension) and Switzerland (an environment of low context-cultural dimension). To do so, we first validated the context-cultural differences through a survey (study 1) and conducted two matching field experiments in the two countries involving more than one thousand consumers (study 2). Results support our propositions, demonstrating favorable commercial performance for SMS use in the high context-cultural environment and for email use in the low context-cultural environment. Follow-up surveys (study 3) corroborated the results and provided deeper insights into how both PCTs' general meanings and pertinent values in the cultural milieus we studied led to consumer responses. Besides presenting empirical evidence to inform the selection of appropriate PCTs for commercial communications, this research contributes to the theoretical development of apparatgeist and social construction theories via its joint examination of technologies and consumers' environments."
344,"Product Fit Uncertainty in Online Markets: Nature, Effects, and Antecedents","Hong, Yili (Kevin) and Pavlou, Paul A.","INFORMATION SYSTEMS RESEARCH","25","2","328-344","2014","JUN","Product Fit Uncertainty;Product Quality Uncertainty;Product Returns;Internet-Enabled Systems;Expectation Confirmation Theory;Online Markets","","Product fit uncertainty (defined as the degree to which a consumer cannot assess whether a product's attributes match her preference) is proposed to be a major impediment to online markets with costly product returns and lack of consumer satisfaction. We conceptualize the nature of product fit uncertainty as an information problem and theorize its distinct effect on product returns and consumer satisfaction (versus product quality uncertainty), particularly for experience (versus search) goods without product familiarity. To reduce product fit uncertainty, we propose two Internet-enabled systems-website media (visualization systems) and online product forums (collaborative shopping systems)-that are hypothesized to attenuate the effect of product type (experience versus search goods) on product fit uncertainty. Hypotheses that link experience goods to product returns through the mediating role of product fit uncertainty are tested with analyses of a unique data set composed of secondary data matched with primary direct data from numerous consumers who had recently participated in buy-it-now auctions. The results show the distinction between product fit uncertainty and quality uncertainty as two distinct dimensions of product uncertainty and interestingly show that, relative to product quality uncertainty, product fit uncertainty has a significantly stronger effect on product returns. Notably, whereas product quality uncertainty is mainly driven by the experience attributes of a product, product fit uncertainty is mainly driven by both experience attributes and lack of product familiarity. The results also suggest that Internet-enabled systems are differentially used to reduce product (fit and quality) uncertainty. Notably, the use of online product forums is shown to moderate the effect of experience goods on product fit uncertainty, and website media are shown to attenuate the effect of experience goods on product quality uncertainty. The results are robust to econometric specifications and estimation methods. The paper concludes by stressing the importance of reducing the increasingly prevalent information problem of product fit uncertainty in online markets with the aid of Internet-enabled systems."
345,"Consumer Informedness and Firm Information Strategy","Li, Ting and Kauffman, Robert J. and van Heck, Eric and Vervest, Peter and Dellaert, Benedict G. C.","INFORMATION SYSTEMS RESEARCH","25","2","345-363","2014","JUN","Consumer Choice;Information Strategy;Marketing And Is;Price And Product Information;Randomized Experiment;Stated Choice Experiment;Theory Of Consumer Informedness","","Consumer informedness plays a critical role in determining consumer choice in the presence of information technology deployed by competing firms in the marketplace. This paper develops a new theory of consumer informedness. Using data collected through a series of stated choice experiments in two different research contexts, we examine how consumer characteristics and observed behaviors moderate the influence of price and product informedness on consumer choice. The results indicate that different types of consumer informedness amplify different consumer behaviors in specific consumer segments. In particular, we found that price informedness is more influential among consumers in the commodity segment. They exhibit greater trading down behavior, which represents stronger preferences for choosing the products that provide the best price. In contrast, product informedness is more influential among consumers in the differentiated segment. This group exhibits greater trading out behavior, involving stronger preferences for choosing products that best suit their specific needs. These results suggest that firm information strategy should take into account consumers' characteristics, their past observed behaviors, and the impact of consumer informedness. We also discuss the theoretical contributions of this research and its broader implications for firm-level information strategy."
346,"Project Managers' Practical Intelligence and Project Performance in Software Offshore Outsourcing: A Field Study","Langer, Nishtha and Slaughter, Sandra A. and Mukhopadhyay, Tridas","INFORMATION SYSTEMS RESEARCH","25","2","364-384","2014","JUN","It Project Management;Practical Intelligence;Software Offshore Outsourcing","","T his study examines the role of project managers' (PM) practical intelligence (PI) in the performance of software offshore outsourcing projects. Based on the extant literature, we conceptualize PI for PMs as their capability to resolve project related work problems, given their long-range and short-range goals; PI is targeted at resolving unexpected and difficult situations, which often cannot be resolved using established processes and frameworks. We then draw on the information processing literature to argue that software offshore outsourcing projects are prone to severe information constraints that lead to unforeseen critical incidents that must be resolved adequately for the projects to succeed. We posit that PMs can use PI to effectively address and resolve such incidents, and therefore the level of PMs' PI positively affects project performance. We further theorize that project complexity and familiarity contribute to its information constraints and the likelihood of critical incidents in a project, thereby moderating the relationship between PMs' PI and project performance. To evaluate our hypotheses, we analyze longitudinal data collected in an in-depth field study of a leading software vendor organization in India. Our data include project and personnel level archival data on 530 projects completed by 209 PMs. We employ the critical incidents methodology to assess the PI of the PMs who led these projects. Our findings indicate that PMs' PI has a significant and positive impact on project performance. Further, projects with higher complexity or lower familiarity benefit even more from PMs' PI. Our study extends the literatures on project management and outsourcing by conceptualizing and measuring PMs' PI, by theorizing its relationship with project performance, and by positing how that relationship is moderated by project complexity and familiarity. Our study provides unique empirical evidence of the importance of PMs' PI in software offshore outsourcing projects. Given that PMs with high PI are scarce resources, our findings also have practical implications for the optimal resource allocation and training of PMs in software offshore services companies."
347,"Influence Techniques in Phishing Attacks: An Examination of Vulnerability and Resistance","Wright, Ryan T. and Jensen, Matthew L. and Thatcher, Jason Bennett and Dinger, Michael and Marett, Kent","INFORMATION SYSTEMS RESEARCH","25","2","385-400","2014","JUN","Persuasion Theory;Influence Techniques;Motivation Theory;Self-Determination;Perceived Locus Of Causality;Social Engineering;Online Deception;Mediated Deception;Deception;Field Experiments","","Phishing is a major threat to individuals and organizations. Along with billions of dollars lost annually, phishing attacks have led to significant data breaches, loss of corporate secrets, and espionage. Despite the significant threat, potential phishing targets have little theoretical or practical guidance on which phishing tactics are most dangerous and require heightened caution. The current study extends persuasion and motivation theory to postulate why certain influence techniques are especially dangerous when used in phishing attacks. We evaluated our hypotheses using a large field experiment that involved sending phishing messages to more than 2,600 participants. Results indicated a disparity in levels of danger presented by different influence techniques used in phishing attacks. Specifically, participants were less vulnerable to phishing influence techniques that relied on fictitious prior shared experience and were more vulnerable to techniques offering a high level of self-determination. By extending persuasion and motivation theory to explain the relative efficacy of phishers' influence techniques, this work clarifies significant vulnerabilities and lays the foundation for individuals and organizations to combat phishing through awareness and training efforts."
348,"How Semantics and Pragmatics Interact in Understanding Conceptual Models","Bera, Palash and Burton-Jones, Andrew and Wand, Yair","INFORMATION SYSTEMS RESEARCH","25","2","401-419","2014","JUN","Conceptual Modeling;Domain Familiarity;Ontological Clarity;Semantics;Pragmatics","","Underlying the design of any information system is an explicit or implicit conceptual model of the domain that the system supports. Because of the importance of such models, researchers and practitioners have long focused on how best to construct them. Past research on constructing conceptual models has generally focused on their semantics (their meaning), to discover how to convey meaning more clearly and completely, or their pragmatics (the importance of context in model creation and use), to discover how best to create or use a model in a given situation. We join these literatures by showing how semantics and pragmatics interact. Specifically, we carried out an experiment to examine how the importance of clear semantics in conceptual models-operationalized in terms of ontological clarity-varies depending on the pragmatics of readers' knowledge of the domain shown in the model. Our results show that the benefit of ontological clarity on understanding is concave downward (follows an inverted-U) as a function of readers' prior domain knowledge. The benefit is greatest when readers have moderate knowledge of the domain shown in the model. When readers have high or low domain knowledge, ontological clarity has no apparent benefit. Our study extends the theory of ontological clarity and emphasizes the need to construct conceptual models with readers' knowledge in mind."
349,"The Influences of Online Service Technologies and Task Complexity on Efficiency and Personalization","Xu, Jingjun (David) and Benbasat, Izak and Cenfetelli, Ronald T.","INFORMATION SYSTEMS RESEARCH","25","2","420-436","2014","JUN","Input Variability;Online Service Technologies;Spev Technologies;Speuiv Technologies;Task Complexity;Efficiency;Personalization","","Online retailers are increasingly providing service technologies, such as technology-based and human-based services, to assist customers with their shopping. Despite the prevalence of these service technologies and the scholarly recognition of their importance, surprisingly little empirical research has examined the fundamental differences among them. Consequently, little is known about the factors that may favor the use of one type of service technology over another. In this paper, we propose the Model of Online Service Technologies (MOST) to theorize that the capacity of a service provider to accommodate the variability of customer inputs into the service process is the key difference among various types of service technologies. We posit two types of input variability: Service Provider-Elicited Variability (SPEV), where variability is determined in advance by the service provider; and User-Initiated Variability (UIV), where customers determine variability in the service process. We also theorize about the role of task complexity in changing the effectiveness of service technologies. We then empirically investigate the impact of service technologies that possess different capacities to accommodate input variability on efficiency and personalization, the two competing goals of service adoption. Our empirical approach attempts to capture both the perspective of the vendor who may deploy such technologies, as well as the perspective of customers who might choose among service technology alternatives. Our findings reveal that SPEV technologies (i.e., technologies that can accommodate SPEV) are more efficient, but less personalized, than SPEUIV technologies (i.e., technologies that can accommodate both SPEV and UIV). However, when task complexity is high (vs. low), the superior efficiency of SPEV technologies is less prominent, while both SPEV and SPEUIV technologies have higher personalization. We also find that when given a choice, a majority of customers tend to choose to use both types of technologies. The results of this study further our understanding of the differences in efficiency and personalization experienced by customers when using various types of online service technologies. The results also inform practitioners when and how to implement these technologies in the online shopping environment to improve efficiency and personalization for customers."
350,"Information Technology-Enabled Business Models: A Conceptual Framework and a Coevolution Perspective for Future Research","Rai, Arun and Tang, Xinlin","INFORMATION SYSTEMS RESEARCH","25","1","1-14","2014","MAR","It-Enabled Business Model;B2B It Capabilities;Interfirm Collaboration;Governance Choices;Design Elements;Value Creation;Value Appropriation;Coevolution","","There is growing recognition that firms' information technology (IT)-enabled business models (i.e., how inter-firm transactions with suppliers, customers, and partners are structured and executed) are a distinctive source of value creation and appropriation. However, the concept of business models' (BMs) IT enablement remains coarse in the information systems and strategic management literatures. Our objectives are to introduce a framework to elaborate the concept of IT-enabled BMs and to identify areas for future research that will enhance our understanding of the subject. We introduce the idea that two business-to-business (B2B) IT capabilities-dyadic IT customization and network IT standardization-are the mediating execution mechanisms between the strategic intent of interfirm collaboration and the (re) configuration of BMs to both create and appropriate value. We develop the logic that B2B IT capabilities for BM (re) configuration operate at two levels-IT customization at the dyadic relationship level and IT standardization at the interfirm network level-that together provide the complementary IT capabilities for firms to exchange content, govern relationships, and structure interconnections between products and processes with a diverse set of customers, suppliers, and partners. We discuss how these two complementary B2B IT capabilities are pivotal for firms to pursue different sources of value creation and appropriation. We identify how a firm's governance choices to engage in interfirm collaboration and its interfirm networks coevolve with its B2B IT capabilities as fruitful areas for future research."
351,"Evaluation of Competing Candidate Solutions in Electronic Networks of Practice","Meservy, Thomas O. and Jensen, Matthew L. and Fadel, Kelly J.","INFORMATION SYSTEMS RESEARCH","25","1","15-34","2014","MAR","Electronic Networks Of Practice;Dual Process Theory;Elaboration Likelihood;Knowledge Management;Mediated Knowledge Exchange;Knowledge Forums;Information Influence;Knowledge Filtering;Field Experiment","","Electronic networks of practice have become a prevalent means for acquiring new knowledge. Knowledge seekers commonly turn to online repositories constructed by these networks to find solutions to domain-specific problems and questions. Yet little is understood about the process by which such knowledge is evaluated and adopted by knowledge seekers. This study examines how individuals filter knowledge encountered in online forums, a common platform for knowledge exchange in an electronic network of practice. Drawing on dual process theory, we develop research hypotheses regarding both central and peripheral evaluation of knowledge. These hypotheses are examined in a field experiment in which participants evaluate online solutions for computer programming problems. Results show that peripheral cues (source expertise and validation) have a greater influence on knowledge filtering decisions than does the content quality of the solution. Moreover, elaboration increases the effect of content quality but does not seem to attenuate the effect of peripheral cues. Implications for research and practice are discussed."
352,"How to Attract and Retain Readers in Enterprise Blogging?","Singh, Param Vir and Sahoo, Nachiketa and Mukhopadhyay, Tridas","INFORMATION SYSTEMS RESEARCH","25","1","35-52","2014","MAR","Blogs;Employee Blogs;Enterprise 2.0;Blog Reading;Dynamic Models;User Generated Content;Text Mining","","We investigate the dynamics of blog reading behavior of employees in an enterprise blogosphere. A dynamic model is developed and calibrated using longitudinal data from a Fortune 1,000 IT services firm. Our modeling framework allows us to segregate the impact of textual characteristics (sentiment and quality) of a post on attracting readers from retaining them. We find that the textual characteristics that appeal to the sentiment of the reader affect both reader attraction and retention. However, textual characteristics that reflect only the quality of the posts affect only reader retention. We identify a variety-seeking behavior of blog readers where they dynamically switch from reading on one set of topics to another. The modeling framework and findings of this study highlight opportunities for the firm to influence blog-reading behavior of its employees to align it with its goals. Overall, this study contributes to improved understanding of reading behavior of individuals in communities formed around user generated content."
